password_sample,f_length,f_char_class_count,f_has_lowercase,f_has_uppercase,f_has_digit,f_has_symbol,f_dictionary_present,f_has_leetspeak,f_numeric_prefix,f_numeric_suffix,f_numeric_infix,f_has_sequence,f_has_repetition,f_rule_pattern_present,recommendation_label
zK!ucCD8jOxwcG,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
4dt2z#jrbHd,11,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
t7ARlSr4gT#,11,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
SA30*GmXJWODp,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
3*fUl0FqV&,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
Cg5Op!PSC5h6$a,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
*ztJLOiGGt5A,12,4,1,1,1,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
SsHlSTaE4l44,12,3,1,1,1,0,0,0,0,1,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
Qdk9jgyPGOT9N,13,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
pad09&zqDqp,11,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
brsphCVeSde,11,2,1,1,0,0,0,0,0,0,0,0,0,0,ADD_CHARACTER_VARIETY
qraj9C$8XdJP,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
5hKjgdWKMBnq,12,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
BYCVHxpD0Jg#*,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
5VkqKUJ2ub,10,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
8wsIaxZTkASK6!,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
!NxYO!#*QUfYz$,14,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
0NKUyyd5rd,10,3,1,1,1,0,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
hxVQZVnKte8b*L,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
UgP3rRCtQ7j@Y,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
OwB*E79Za9,10,4,1,1,1,1,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
Fr9Qt0rnJAb,11,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
Ir98I5f2av,10,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
FoIl8CKMb2n,11,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
8j$magz$3g,10,3,1,0,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
S1FVWGGRz6NY,12,3,1,1,1,0,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
IpCcoEQC&M5v,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
%9P4PwcPRfFFx,13,4,1,1,1,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
E%Q0cM8a6B5G,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
evn6ypUrDmED0,13,3,1,1,1,0,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
yR5rOJbPNL5y,12,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
dKu5pETdlPi35,13,3,1,1,1,0,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
4iMgrG0TWdAe,12,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
*6TRGGU%blB4%T,14,4,1,1,1,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
i7sEYB7FriGbO,13,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
AHvJ9Fk8sCZ2&@,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
rvhpu$WkVZEzYm,14,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
ik$jdkAbyThA,12,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
6XoWCZQqY*f,11,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
FGrGgr7Pmbu5,12,3,1,1,1,0,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
$Vxo9#XCA0,10,4,1,1,1,1,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
yWCe5w$G8o,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
HviiggTGoY,10,2,1,1,0,0,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
hGDbDizfsNhoZp,14,2,1,1,0,0,0,0,0,0,0,0,0,0,ADD_CHARACTER_VARIETY
KOmOYfq1DrLPY,13,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
ehS%SRnz90,10,4,1,1,1,1,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
P4ehH6dbbH,10,3,1,1,1,0,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
J5!wXxg*DJgQX,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
z4YMmHrDfass,12,3,1,1,1,0,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
DvxEnEvLcvB,11,2,1,1,0,0,0,0,0,0,0,0,0,0,ADD_CHARACTER_VARIETY
!#O&JJ#nHb!e,12,3,1,1,0,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
R6Fp7w*xgQ!V,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
ooybf8&#irc,11,3,1,0,1,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
h&e7yTsnk!u,11,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
$TjIm%iE#83Re$,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
M2Yzx9RC0lGYC9,14,3,1,1,1,0,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
%UySQDG&bHSf,12,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
*DmxkYsOLq,10,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
%w4ABWrqsa2jnA,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
#9C0UF3Yv5JP,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
TrTmeckeNw,10,2,1,1,0,0,0,0,0,0,0,0,0,0,ADD_CHARACTER_VARIETY
9f6BdRaYxX8k,12,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
Qvvc4ymge6ss,12,3,1,1,1,0,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
s1*Hd03P2GvmA,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
yoQcXS5eGE,10,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
rycoKpbRmg,10,2,1,1,0,0,0,0,0,0,0,0,0,0,ADD_CHARACTER_VARIETY
9MIEguw9zaOAy5,14,3,1,1,1,0,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
ImL1Jp8XHsK!,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
#@crg1FZQF,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
cC90ma7y@p,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
D&CfGO6v3G,10,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
QOMqa4hUTZnYgs,14,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
!LxbFiSTqcM1,12,4,1,1,1,1,0,0,0,1,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
%GuQUTOOcx,10,3,1,1,0,1,0,0,0,0,0,0,1,1,AVOID_PREDICTABLE_PATTERNS
fqFBS*sEk78M,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
mB17@yBSL3CMco,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
g3LDCMnp&6#s,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
K2duThMQrLdD,12,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
BGAtR*ib1E#Qd,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
rRzN46S305x,11,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
W3bIdZ$b2$m,11,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
!AdXnCs7@Ju2b,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
53EZcbcrG4vprc,14,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
G0utzFT4IJYb,12,3,1,1,1,0,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
g2oNKlJeZq!0wX,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
*95wHMrV%0$uP,13,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
ZPG*FwYNct,10,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
c7o*3lSRoWYRbf,14,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
QkACtATBo*!,11,3,1,1,0,1,0,0,0,0,0,0,0,0,INCREASE_LENGTH
s1x#DxITKykY,12,4,1,1,1,1,0,0,0,0,0,0,0,1,AVOID_PREDICTABLE_PATTERNS
